,doc_id,text,triplets,rel_count,len,new_len,in_len,relations,rel_len
68,84,"KGB says situation in Belarus to get rocky in November or December. Sergey Terebov noted that there is order and security in Belarus now but, ""paradoxical as it is, this is exactly why"" law enforcement note a ""growing threat of a foreign intervention from Lithuania, Latvia, Poland and Ukraine""",<triplet> Sergey Terebov <subj> Belarus <obj> Make Public Statement <triplet> Sergey Terebov <subj> law enforcement <obj> Make Public Statement <triplet> law enforcement <subj> Lithuania <obj> Make Public Statement <triplet> law enforcement <subj> Latvia <obj> Make Public Statement <triplet> law enforcement <subj> Poland <obj> Make Public Statement <triplet> law enforcement <subj> Ukraine <obj> Make Public Statement <triplet> KGB <subj> Belarus <obj> Make Public Statement,7,7,7,294,"['Make Public Statement', 'Make Public Statement', 'Make Public Statement', 'Make Public Statement', 'Make Public Statement', 'Make Public Statement', 'Make Public Statement']",7
69,85,President of Guinea-Bissau visits Kiev after trip to Moscow. It is reported that President of Guinea-Bissau visited Moscow on Tuesday and met with Russian President Vladimir Putin,<triplet> President of Guinea-Bissau <subj> Russian President Vladimir Putin <obj> Consult <triplet> President of Guinea-Bissau <subj> Moscow <obj> Consult <triplet> President of Guinea-Bissau <subj> Kiev <obj> Consult <triplet> President of Guinea-Bissau <subj> Moscow <obj> Consult,4,4,3,179,"['Consult', 'Consult', 'Consult', 'Consult']",4
70,86,"At least 15 people are killed, 10 wounded in terrorist attack in southern Iran — report. Law enforcers detained two of the terrorists",<triplet> two of the terrorists <subj> At least 15 people <obj> Assault <triplet> two of the terrorists <subj> 10 wounded <obj> Assault <triplet> Law enforcers <subj> two of the terrorists <obj> Coerce,3,3,3,133,"['Assault', 'Assault', 'Coerce']",3
71,87,"Belarusian defense chief sees no threat of strike forces being formed on country’s border. Viktor Khrenin noted that the military and political situation ""is unfolding under the influence of an unprecedented geopolitical standoff between the Russian Federation and the so-called collective West led by the US""",<triplet> the US <subj> collective West <obj> Engage In Diplomatic Cooperation <triplet> Viktor Khrenin <subj> Russian Federation <obj> Make Public Statement <triplet> Viktor Khrenin <subj> collective West <obj> Make Public Statement <triplet> Viktor Khrenin <subj> the US <obj> Make Public Statement <triplet> Russian Federation <subj> collective West <obj> Reduce Relations,5,5,5,309,"['Engage In Diplomatic Cooperation', 'Make Public Statement', 'Make Public Statement', 'Make Public Statement', 'Reduce Relations']",5
72,88,"Multipolar world order prevents West from isolating Russia, Swiss government says. According to Swiss government, ""many countries in Africa and the Middle East, as well as in Asia, are unwilling to support the position of one of the world’s poles of power,"" but expect ""to have more room for political maneuvering and deriving economic benefits from that""",<triplet> Swiss government <subj> West <obj> Make Public Statement <triplet> Swiss government <subj> Russia <obj> Make Public Statement <triplet> Swiss government <subj> Africa <obj> Make Public Statement <triplet> Swiss government <subj> Middle East <obj> Make Public Statement <triplet> Swiss government <subj> Asia <obj> Make Public Statement,5,5,5,355,"['Make Public Statement', 'Make Public Statement', 'Make Public Statement', 'Make Public Statement', 'Make Public Statement']",5
73,89,"Denmark won’t comment on Nord Stream probe until Denmark has smoking gun — Danish Navy Chief. According to Jens Wenzel Kristoffersen, tentative or uncorroborated findings ""could lead to reactions which would not be helpful at this point of time""",<triplet> Denmark <subj> Nord Stream probe <obj> Make Public Statement,1,1,1,245,['Make Public Statement'],1
74,90,"Polish Senate adopts resolution labeling Russia as ‘terrorist regime’. 85 senators cast 85 senators's votes and all of 85 senators were in favor of the resolution, which condemned Russia actions in Ukraine",<triplet> 85 senators <subj> Russia <obj> Disapprove <triplet> Polish Senate <subj> Russia <obj> Disapprove,2,2,2,205,"['Disapprove', 'Disapprove']",2
75,91,"West used migration crisis to build up forces near Belarusian border, says security chief. ""There are no longer any migrants, but tensions remain, large groupings remain, drills remain, and now there is talk of using tactical nuclear weapons. The situation is really difficult,"" Alexander Volfovich noted",<triplet> Alexander Volfovich <subj> migrants <obj> Make Public Statement <triplet> West <subj> Belarusian border <obj> Exhibit Military Posture <triplet> security chief <subj> West <obj> Make Public Statement <triplet> security chief <subj> Belarusian border <obj> Make Public Statement,4,4,4,304,"['Make Public Statement', 'Exhibit Military Posture', 'Make Public Statement', 'Make Public Statement']",4
76,92,"Armenian prime minister unveils plans to meet with Russian, Azerbaijani leaders next week. Armenian prime minister said plans were to discuss security and stability in Nagorno-Karabakh",<triplet> Armenian prime minister <subj> Nagorno-Karabakh <obj> Make Public Statement <triplet> Armenian prime minister <subj> Russian <obj> Consult <triplet> Armenian prime minister <subj> Azerbaijani leaders <obj> Consult,3,3,3,184,"['Make Public Statement', 'Consult', 'Consult']",3
77,93,"Armenia wants to sign peace treaty with Azerbaijan by end of year. As Pashinyan noted, ""there must be a visible dialogue at the international level between Nagorno-Karabakh and Azerbaijan""",<triplet> Armenia <subj> Azerbaijan <obj> Make Public Statement <triplet> Pashinyan <subj> Nagorno-Karabakh <obj> Make Public Statement <triplet> Pashinyan <subj> Azerbaijan <obj> Make Public Statement,3,3,3,188,"['Make Public Statement', 'Make Public Statement', 'Make Public Statement']",3
78,94,Grossi to visit UN Security Council on Oct 27 to push for security zone around NPP. It is noted that the IAEA Director would be away from the conference for a few hours,<triplet> Grossi <subj> UN Security Council <obj> Consult,1,1,1,168,['Consult'],1
79,95,"Putin Repeats Unsupported ‘Dirty Bomb’ Claim, Fueling Fears of Escalation. Putin said, without offering evidence, that Ukraine was planning to detonate a bomb designed to spread radioactive material. Washington warned that Moscow could be trying to create a pretext for Moscow's own attack.",<triplet> Washington <subj> Moscow <obj> Make Public Statement <triplet> Washington <subj> Moscow <obj> Make Public Statement <triplet> Putin <subj> Ukraine <obj> Disapprove,3,3,2,290,"['Make Public Statement', 'Make Public Statement', 'Disapprove']",3
80,97,"UK Leader Rishi Sunak Faces a Bruising Prime Minister’s Questions. The opposition’s lines of attack, starting with UK Leader Rishi Sunak's choice of home secretary and UK Leader Rishi Sunak's wife’s wealth, gave a glimpse of where The opposition’s sees vulnerabilities in the governing Conservatives.",<triplet> The opposition <subj> home secretary <obj> Disapprove <triplet> The opposition <subj> UK Leader Rishi Sunak's wife <obj> Disapprove,2,2,2,300,"['Disapprove', 'Disapprove']",2
81,98,Dutch Are Investigating Reported Illegal Chinese Police Stations. Reports by news media and a human rights group say Chinese police forces opened Reported Illegal Chinese Police Stations.,<triplet> Dutch <subj> Chinese Police Stations <obj> Investigate <triplet> a human rights <subj> Chinese police forces <obj> Investigate <triplet> a human rights <subj> Chinese Police Stations <obj> Investigate,3,3,3,187,"['Investigate', 'Investigate', 'Investigate']",3
82,99,"Israeli Blockade in West Bank Angers Palestinians. To fight a growing insurgency, the Israeli Army has closed off several entrances to a major Palestinian city, harming a major Palestinian city's economy and stirring more protest.",<triplet> protest <subj> Israeli Army <obj> Protest <triplet> Israeli <subj> Palestinians <obj> Fight <triplet> Israeli Army <subj> major Palestinian city <obj> Fight,3,3,3,230,"['Protest', 'Fight', 'Fight']",3
83,100,"Tens of Thousands in Iran Mourn Mahsa Amini, Whose Death Set Off Protests. While the security forces cracked down on demonstrations across Iran, state media reported a deadly attack on a mosque in the southern city of Shiraz, adding to the atmosphere of tension.",<triplet> Tens of Thousands <subj> Mahsa Amini <obj> Make Public Statement <triplet> state media <subj> a deadly attack <obj> Make Public Statement <triplet> security forces <subj> demonstrations <obj> Fight <triplet> Protests <subj> Iran <obj> Protest,4,4,4,262,"['Make Public Statement', 'Make Public Statement', 'Fight', 'Protest']",4
84,101,"Shunned by the West, Russia and Myanmar Form a Partnership of Unequals. Myanmar gets resources and ammunition, while Russia gets a customer at a time when Russia is struggling for revenues. Each can use the other to undermine Western sanctions.",<triplet> the West <subj> Russia <obj> Disapprove <triplet> the West <subj> Myanmar <obj> Disapprove <triplet> Russia <subj> Myanmar <obj> Engage In Material Cooperation <triplet> Myanmar <subj> Russia <obj> Engage In Material Cooperation <triplet> Western <subj> Each <obj> Reduce Relations,5,5,5,244,"['Disapprove', 'Disapprove', 'Engage In Material Cooperation', 'Engage In Material Cooperation', 'Reduce Relations']",5
85,102,"A 23-Million-Year-Old Fossil Is Carried Away by Parties Unknown. A 23-Million-Year-Old Fossil was taken from a riverbank in broad daylight by two men with a rock saw and chisel, residents say.",<triplet> residents <subj> two men <obj> Make Public Statement,1,1,1,192,['Make Public Statement'],1
87,104,"What Are ‘Dirty Bombs’ and Why Is Russia Talking About ‘Dirty Bombs’?. The idea of radiological dispersal devices is not new, and Russia's claim that Ukraine would build and use one has been met with scorn from the West.",<triplet> the West <subj> Russia <obj> Disapprove <triplet> Russia <subj> Ukraine <obj> Make Public Statement,2,2,2,220,"['Disapprove', 'Make Public Statement']",2
88,105,"Climate Pledges Are Falling Short, and a Chaotic Future Looks More Like Reality. With an annual summit next month, the United Nations assessed progress on countries’ past emissions commitments. Severe disruption would be hard to avoid on the current trajectory.",<triplet> United Nations <subj> countries <obj> Investigate,1,1,1,261,['Investigate'],1
89,106,Airstrike Kills at Least 80 During Outdoor Concert in Myanmar. Airstrike was the deadliest aerial attack mounted by the military regime since the military regime seized power in a coup last year.,<triplet> Airstrike <subj> at Least 80 <obj> Fight,1,1,1,195,['Fight'],1
90,107,Germany’s Allies Challenge Germany’s's Stances on Ukraine and Energy. Germany’s has dismissed criticism of Germany’s's refusal to provide modern tanks to Ukraine and Germany’s's massive energy subsidy for Germany’s's own citizens. But Germany’s's friends are bridling.,<triplet> Germany <subj> Ukraine <obj> Reject <triplet> Germany <subj> Germany’s's own citizens <obj> Provide Aid <triplet> Germany’s Allies <subj> Germany <obj> Make Public Statement,3,3,3,268,"['Reject', 'Provide Aid', 'Make Public Statement']",3
91,109,"Putin Wants to Divide Ukrainians. Mykolaiv Is a Test Case.. In Mykolaiv, salt water runs from the taps and electricity is sporadic. Residents curse Russia, but also express frustration with Residents's own leaders.",<triplet> Putin <subj> Ukrainians <obj> Reduce Relations <triplet> Residents <subj> Russia <obj> Disapprove <triplet> Residents <subj> Residents's own leaders <obj> Disapprove,3,3,3,214,"['Reduce Relations', 'Disapprove', 'Disapprove']",3
92,110,"War in Ukraine Likely to Speed, Not Slow, Shift to Clean Energy, I.E.A. Says. While some nations are burning more coal this year in response to natural-gas shortages spurred by Russia’s invasion of Ukraine, that effect is expected to be short-lived.",<triplet> I.E.A. <subj> Ukraine <obj> Make Public Statement <triplet> Russia <subj> Ukraine <obj> Fight,2,2,2,249,"['Make Public Statement', 'Fight']",2
